GEOID,NAME,totworkers.all,totworkers.16.19,totworkers.20.24,totworkers.25.44,totworkers.45.54,totworkers.55.59,totworkers.60.64,totworkers.65plus,pubtr.all,pubtr.16.19,pubtr.20.24,pubtr.25.44,pubtr.45.54,pubtr.55.59,pubtr.60.64,pubtr.65plus,county.name
36081073900,"Census Tract 739, Queens County, New York",2770,0,48,1410,612,309,225,166,1833,0,48,1066,318,218,100,83,Queens
36081074100,"Census Tract 741, Queens County, New York",1724,10,102,687,385,240,112,188,988,10,102,430,196,112,79,59,Queens
36081074300,"Census Tract 743, Queens County, New York",2093,6,51,1148,486,207,79,116,806,0,51,494,146,51,10,54,Queens
36081074500,"Census Tract 745, Queens County, New York",1887,7,70,903,406,261,126,114,938,7,45,403,170,182,67,64,Queens
36081074700,"Census Tract 747, Queens County, New York",1715,34,75,786,309,148,299,64,828,0,75,332,186,85,116,34,Queens
36081074900,"Census Tract 749, Queens County, New York",602,13,23,210,161,62,67,66,216,4,11,78,63,5,27,28,Queens
36081075701,"Census Tract 757.01, Queens County, New York",2601,0,71,1148,759,232,246,145,1743,0,71,912,373,172,130,85,Queens
36081075702,"Census Tract 757.02, Queens County, New York",2486,0,118,1089,478,212,416,173,1345,0,14,751,202,148,109,121,Queens
36081076901,"Census Tract 769.01, Queens County, New York",2127,0,61,930,451,332,311,42,1342,0,52,592,316,263,90,29,Queens
36081076902,"Census Tract 769.02, Queens County, New York",661,0,28,443,98,43,23,26,435,0,12,287,65,22,23,26,Queens
36081077300,"Census Tract 773, Queens County, New York",1199,0,125,474,314,116,57,113,626,0,89,226,157,66,35,53,Queens
36081077500,"Census Tract 775, Queens County, New York",1116,0,165,357,337,164,52,41,478,0,104,165,143,27,12,27,Queens
36081077902,"Census Tract 779.02, Queens County, New York",1969,0,72,981,285,240,236,155,427,0,26,236,120,0,34,11,Queens
36081077903,"Census Tract 779.03, Queens County, New York",1404,0,24,752,310,128,128,62,626,0,8,386,163,20,8,41,Queens
36081077904,"Census Tract 779.04, Queens County, New York",2525,0,122,1362,512,206,218,105,1110,0,25,400,348,125,156,56,Queens
36081077905,"Census Tract 779.05, Queens County, New York",1588,29,258,503,446,94,86,172,531,16,116,99,126,94,42,38,Queens
36081077906,"Census Tract 779.06, Queens County, New York",1612,56,113,620,383,136,149,155,509,0,49,122,209,40,31,58,Queens
36081077907,"Census Tract 779.07, Queens County, New York",1254,80,93,711,186,61,21,102,371,22,8,273,42,0,0,26,Queens
36081077908,"Census Tract 779.08, Queens County, New York",1511,38,183,657,315,121,137,60,608,8,73,287,157,43,40,0,Queens
36081078800,"Census Tract 788, Queens County, New York",1058,0,78,566,244,69,40,61,352,0,60,176,41,22,18,35,Queens
36081079000,"Census Tract 790, Queens County, New York",1295,17,109,583,206,171,106,103,506,17,76,254,42,93,24,0,Queens
36081079200,"Census Tract 792, Queens County, New York",1127,7,86,513,220,171,89,41,268,0,30,98,81,33,5,21,Queens
36081079300,"Census Tract 793, Queens County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Queens
36081079701,"Census Tract 797.01, Queens County, New York",2459,39,102,762,728,222,329,277,1409,9,50,516,403,142,95,194,Queens
36081079702,"Census Tract 797.02, Queens County, New York",1840,8,81,983,385,237,53,93,652,0,63,278,129,163,6,13,Queens
36081079900,"Census Tract 799, Queens County, New York",1278,0,32,555,321,184,128,58,458,0,20,197,120,22,79,20,Queens
36081080301,"Census Tract 803.01, Queens County, New York",1700,8,31,1133,260,135,101,32,745,8,8,488,71,69,69,32,Queens
36081080302,"Census Tract 803.02, Queens County, New York",1325,41,66,576,458,46,59,79,582,20,43,272,210,12,18,7,Queens
36081080900,"Census Tract 809, Queens County, New York",2937,75,186,1143,430,429,368,306,1054,38,105,282,134,248,142,105,Queens
36081081400,"Census Tract 814, Queens County, New York",1823,52,84,830,447,307,51,52,444,0,16,181,87,81,51,28,Queens
36081081800,"Census Tract 818, Queens County, New York",1677,19,101,753,360,289,137,18,450,0,58,151,146,72,23,0,Queens
36081083700,"Census Tract 837, Queens County, New York",2636,20,90,1410,597,251,125,143,1135,15,35,570,275,93,78,69,Queens
36081083800,"Census Tract 838, Queens County, New York",2668,22,242,1075,584,361,294,90,882,17,57,377,241,103,52,35,Queens
36081084000,"Census Tract 840, Queens County, New York",2864,0,159,1357,691,299,305,53,930,0,71,563,109,59,127,1,Queens
36081084500,"Census Tract 845, Queens County, New York",2047,0,122,1049,442,231,115,88,951,0,58,453,211,115,70,44,Queens
36081084601,"Census Tract 846.01, Queens County, New York",1357,9,28,682,317,166,132,23,450,0,8,283,84,39,36,0,Queens
36081084602,"Census Tract 846.02, Queens County, New York",359,4,58,100,96,62,39,0,141,0,17,49,48,0,27,0,Queens
36081084901,"Census Tract 849.01, Queens County, New York",1217,0,27,669,353,116,16,36,369,0,14,250,89,0,16,0,Queens
36081084902,"Census Tract 849.02, Queens County, New York",1691,0,61,845,425,185,130,45,815,0,0,459,161,150,0,45,Queens
36081085300,"Census Tract 853, Queens County, New York",2531,39,205,997,693,376,149,72,759,23,80,222,248,106,80,0,Queens
36081085500,"Census Tract 855, Queens County, New York",3228,0,174,1353,888,320,424,69,1181,0,56,405,359,176,170,15,Queens
36081085700,"Census Tract 857, Queens County, New York",2510,9,85,1278,628,317,113,80,1226,0,61,660,265,137,58,45,Queens
36081085900,"Census Tract 859, Queens County, New York",2564,15,127,922,882,403,139,76,1214,0,70,352,479,234,65,14,Queens
36081086100,"Census Tract 861, Queens County, New York",976,4,34,410,249,119,72,88,447,0,34,197,106,60,42,8,Queens
36081086300,"Census Tract 863, Queens County, New York",3229,12,154,1551,933,369,122,88,1562,11,73,675,522,181,75,25,Queens
36081086400,"Census Tract 864, Queens County, New York",1163,8,27,613,242,192,55,26,512,0,13,237,84,131,29,18,Queens
36081086500,"Census Tract 865, Queens County, New York",2153,0,210,942,490,236,148,127,1277,0,129,499,344,141,108,56,Queens
36081086900,"Census Tract 869, Queens County, New York",832,0,32,464,139,22,72,103,360,0,9,212,23,5,8,103,Queens
36081087100,"Census Tract 871, Queens County, New York",1333,5,121,774,249,117,67,0,657,5,58,407,73,73,41,0,Queens
36081088400,"Census Tract 884, Queens County, New York",3881,44,159,1652,683,507,457,379,908,0,64,312,235,125,86,86,Queens
36081088902,"Census Tract 889.02, Queens County, New York",2652,0,37,1265,625,333,272,120,1258,0,37,640,251,161,169,0,Queens
36081088903,"Census Tract 889.03, Queens County, New York",2627,0,86,734,1195,296,299,17,1060,0,0,232,354,296,161,17,Queens
36081089201,"Census Tract 892.01, Queens County, New York",3308,0,209,1041,688,693,314,363,830,0,96,312,113,256,19,34,Queens
36081089202,"Census Tract 892.02, Queens County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Queens
36081090700,"Census Tract 907, Queens County, New York",463,0,21,221,85,83,42,11,175,0,11,117,36,11,0,0,Queens
36081091602,"Census Tract 916.02, Queens County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Queens
36081091603,"Census Tract 916.03, Queens County, New York",1482,10,84,542,314,294,133,105,240,10,12,122,65,0,18,13,Queens
36081091604,"Census Tract 916.04, Queens County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Queens
36081091800,"Census Tract 918, Queens County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Queens
36081091900,"Census Tract 919, Queens County, New York",1956,7,120,920,484,214,119,92,709,7,51,378,159,44,53,17,Queens
36081092200,"Census Tract 922, Queens County, New York",961,0,18,229,394,157,66,97,196,0,0,64,97,24,11,0,Queens
36081092500,"Census Tract 925, Queens County, New York",1181,33,21,662,293,61,72,39,495,33,21,256,118,41,9,17,Queens
36081092800,"Census Tract 928, Queens County, New York",1782,47,145,632,407,249,144,158,201,38,6,69,14,38,36,0,Queens
36081092900,"Census Tract 929, Queens County, New York",3130,14,207,1617,615,172,278,227,753,14,114,384,129,36,76,0,Queens
36081093401,"Census Tract 934.01, Queens County, New York",1868,63,136,744,432,271,133,89,442,0,13,289,60,15,50,15,Queens
36081093402,"Census Tract 934.02, Queens County, New York",2127,71,74,980,516,230,88,168,451,0,28,261,93,39,0,30,Queens
36081093800,"Census Tract 938, Queens County, New York",1763,14,150,682,421,129,230,137,544,0,59,204,71,80,79,51,Queens
36081093900,"Census Tract 939, Queens County, New York",2789,22,250,1429,547,203,209,129,800,7,135,414,134,23,47,40,Queens
36081094201,"Census Tract 942.01, Queens County, New York",1565,0,49,777,363,265,81,30,501,0,36,321,54,63,27,0,Queens
36081094202,"Census Tract 942.02, Queens County, New York",1606,41,92,930,323,170,50,0,606,4,35,354,126,87,0,0,Queens
36081094203,"Census Tract 942.03, Queens County, New York",3002,14,179,1172,726,368,256,287,1300,14,93,523,326,88,163,93,Queens
36081094500,"Census Tract 945, Queens County, New York",1612,72,148,606,506,126,83,71,207,45,12,57,46,19,11,17,Queens
36081094700,"Census Tract 947, Queens County, New York",966,17,39,522,235,80,49,24,418,8,17,261,81,44,2,5,Queens
36081095400,"Census Tract 954, Queens County, New York",2522,0,203,1342,524,226,137,90,1104,0,101,665,210,71,12,45,Queens
36081096400,"Census Tract 964, Queens County, New York",3164,27,197,1172,799,270,395,304,1230,27,171,454,365,104,62,47,Queens
36081097202,"Census Tract 972.02, Queens County, New York",877,47,53,469,155,129,0,24,595,30,15,328,108,101,0,13,Queens
36081097204,"Census Tract 972.04, Queens County, New York",1271,0,101,635,294,98,81,62,778,0,73,369,168,63,43,62,Queens
36081097205,"Census Tract 972.05, Queens County, New York",1022,1,123,442,204,103,5,144,485,0,67,164,99,74,5,76,Queens
36081097206,"Census Tract 972.06, Queens County, New York",1042,0,0,457,433,50,50,52,507,0,0,240,165,0,50,52,Queens
36081097207,"Census Tract 972.07, Queens County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Queens
36081097300,"Census Tract 973, Queens County, New York",893,39,18,365,221,77,50,123,271,0,18,145,23,0,20,65,Queens
36081098100,"Census Tract 981, Queens County, New York",875,18,63,255,245,177,60,57,82,4,0,16,42,16,4,0,Queens
36081098700,"Census Tract 987, Queens County, New York",1267,5,102,392,255,148,199,166,147,0,23,40,37,37,5,5,Queens
36081099100,"Census Tract 991, Queens County, New York",3138,0,117,1090,601,430,469,431,674,0,25,204,162,25,191,67,Queens
36081099200,"Census Tract 992, Queens County, New York",1490,27,133,854,310,28,74,64,565,0,110,352,77,0,9,17,Queens
36081099701,"Census Tract 997.01, Queens County, New York",1362,8,83,595,241,171,123,141,421,8,35,260,53,5,60,0,Queens
36081099703,"Census Tract 997.03, Queens County, New York",1412,2,105,474,396,94,183,158,350,0,18,117,118,31,32,34,Queens
36081099704,"Census Tract 997.04, Queens County, New York",2652,15,214,931,631,252,278,331,382,0,14,212,84,14,30,28,Queens
36081099705,"Census Tract 997.05, Queens County, New York",1639,31,155,746,216,235,151,105,395,15,16,175,21,53,71,44,Queens
36081099801,"Census Tract 998.01, Queens County, New York",4556,200,256,1889,754,798,186,473,1903,20,85,809,278,337,77,297,Queens
36081099802,"Census Tract 998.02, Queens County, New York",2023,0,154,1006,414,121,117,211,896,0,74,585,120,35,62,20,Queens
36081099900,"Census Tract 999, Queens County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Queens
36081100801,"Census Tract 1008.01, Queens County, New York",1095,23,44,439,322,82,125,60,197,0,0,89,46,39,0,23,Queens
36081100803,"Census Tract 1008.03, Queens County, New York",1612,82,117,540,509,276,71,17,659,19,61,238,176,105,43,17,Queens
36081100804,"Census Tract 1008.04, Queens County, New York",2312,122,317,872,426,271,128,176,678,7,208,211,120,110,0,22,Queens
36081101002,"Census Tract 1010.02, Queens County, New York",1387,10,160,421,373,182,69,172,336,0,29,107,135,55,0,10,Queens
36081101003,"Census Tract 1010.03, Queens County, New York",1932,112,207,796,453,129,196,39,772,112,91,300,105,26,138,0,Queens
36081101004,"Census Tract 1010.04, Queens County, New York",2503,60,273,1152,391,356,162,109,782,30,76,203,163,165,57,88,Queens
36081101700,"Census Tract 1017, Queens County, New York",2336,85,50,952,824,146,188,91,773,37,38,428,203,15,28,24,Queens
36081102900,"Census Tract 1029, Queens County, New York",1482,0,97,506,498,195,93,93,403,0,65,126,172,29,11,0,Queens
36081103201,"Census Tract 1032.01, Queens County, New York",2139,22,296,1137,378,184,68,54,1200,22,203,638,189,58,68,22,Queens
36081103202,"Census Tract 1032.02, Queens County, New York",3360,65,275,1940,431,381,139,129,1092,22,132,627,157,108,21,25,Queens
36081103300,"Census Tract 1033, Queens County, New York",1998,50,101,850,579,207,108,103,676,18,28,334,161,108,10,17,Queens
36081103900,"Census Tract 1039, Queens County, New York",2647,13,171,1263,721,202,179,98,541,0,23,244,163,33,32,46,Queens
36081104700,"Census Tract 1047, Queens County, New York",3003,17,110,1040,669,797,285,85,1011,13,80,414,131,333,34,6,Queens
36081105900,"Census Tract 1059, Queens County, New York",1541,46,135,539,477,206,70,68,342,0,54,154,41,87,6,0,Queens
36081107201,"Census Tract 1072.01, Queens County, New York",900,7,49,357,276,142,48,21,174,5,22,52,51,38,6,0,Queens
36081107202,"Census Tract 1072.02, Queens County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Queens
36081108500,"Census Tract 1085, Queens County, New York",1125,17,45,380,237,287,111,48,295,0,21,119,74,27,47,7,Queens
36081109300,"Census Tract 1093, Queens County, New York",1329,28,69,561,324,94,165,88,369,28,10,149,119,20,10,33,Queens
36081109700,"Census Tract 1097, Queens County, New York",861,14,46,331,177,93,120,80,299,0,28,140,44,60,21,6,Queens
36081109900,"Census Tract 1099, Queens County, New York",1332,40,61,621,308,81,101,120,246,4,14,104,81,9,0,34,Queens
36081111300,"Census Tract 1113, Queens County, New York",1100,0,29,539,223,95,66,148,287,0,0,179,29,40,9,30,Queens
36081112300,"Census Tract 1123, Queens County, New York",1094,11,67,620,233,87,56,20,361,4,19,207,87,12,27,5,Queens
36081112900,"Census Tract 1129, Queens County, New York",1084,6,39,371,418,163,40,47,383,6,21,121,139,73,23,0,Queens
36081113300,"Census Tract 1133, Queens County, New York",762,0,48,354,198,51,82,29,239,0,0,145,67,5,15,7,Queens
36081113900,"Census Tract 1139, Queens County, New York",1577,29,70,795,340,129,112,102,719,0,24,386,117,45,65,82,Queens
36081114100,"Census Tract 1141, Queens County, New York",1198,43,38,369,251,135,287,75,475,8,11,196,84,29,118,29,Queens
36081114700,"Census Tract 1147, Queens County, New York",701,16,76,154,248,97,40,70,260,5,26,111,77,29,6,6,Queens
36081115100,"Census Tract 1151, Queens County, New York",356,0,26,93,76,74,50,37,89,0,13,24,17,22,13,0,Queens
36081115500,"Census Tract 1155, Queens County, New York",1024,61,68,398,298,79,64,56,368,7,61,123,109,53,0,15,Queens
36081115700,"Census Tract 1157, Queens County, New York",1544,5,50,610,290,346,209,34,636,5,9,237,122,164,92,7,Queens
36081115900,"Census Tract 1159, Queens County, New York",1853,0,71,731,364,199,373,115,419,0,21,191,102,32,20,53,Queens
36081116100,"Census Tract 1161, Queens County, New York",1635,0,29,833,225,304,149,95,574,0,0,266,89,147,47,25,Queens
36081116301,"Census Tract 1163.01, Queens County, New York",1857,5,32,920,410,378,33,79,802,5,16,392,283,71,0,35,Queens
36081116302,"Census Tract 1163.02, Queens County, New York",1668,23,23,943,529,35,84,31,713,0,23,331,301,0,58,0,Queens
36081116700,"Census Tract 1167, Queens County, New York",722,10,36,281,253,99,25,18,326,0,31,108,111,49,18,9,Queens
36081117100,"Census Tract 1171, Queens County, New York",1067,20,68,492,211,179,53,44,459,0,39,259,81,38,17,25,Queens
36081117500,"Census Tract 1175, Queens County, New York",2141,8,106,1033,495,142,217,140,931,8,58,537,170,58,59,41,Queens
36081118100,"Census Tract 1181, Queens County, New York",842,4,9,517,154,65,46,47,334,4,3,195,72,21,11,28,Queens
36081118500,"Census Tract 1185, Queens County, New York",924,21,71,402,203,87,99,41,409,11,63,196,48,47,31,13,Queens
36081118700,"Census Tract 1187, Queens County, New York",935,9,41,387,269,93,66,70,373,9,26,176,91,31,25,15,Queens
36081118900,"Census Tract 1189, Queens County, New York",866,18,30,393,203,124,67,31,325,5,20,157,49,54,22,18,Queens
36081119100,"Census Tract 1191, Queens County, New York",1300,28,88,545,383,202,47,7,456,12,45,195,109,72,23,0,Queens
36081119300,"Census Tract 1193, Queens County, New York",927,0,19,485,178,155,22,68,381,0,11,229,98,20,0,23,Queens
36081119500,"Census Tract 1195, Queens County, New York",674,6,27,308,148,100,71,14,184,6,18,97,45,18,0,0,Queens
36081119900,"Census Tract 1199, Queens County, New York",726,8,36,307,187,79,10,99,236,0,36,94,65,26,5,10,Queens
36081120100,"Census Tract 1201, Queens County, New York",722,4,17,392,188,83,33,5,247,4,12,119,63,49,0,0,Queens
36081120300,"Census Tract 1203, Queens County, New York",705,14,26,308,128,132,64,33,282,0,26,107,55,69,25,0,Queens
36081120500,"Census Tract 1205, Queens County, New York",744,10,40,312,186,97,84,15,337,10,40,123,82,22,56,4,Queens
36081120701,"Census Tract 1207.01, Queens County, New York",1394,19,72,608,287,160,192,56,458,15,56,265,72,18,27,5,Queens
36081120702,"Census Tract 1207.02, Queens County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Queens
36081121100,"Census Tract 1211, Queens County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Queens
36081121500,"Census Tract 1215, Queens County, New York",2002,67,44,1006,373,302,118,92,752,27,14,433,158,75,27,18,Queens
36081122300,"Census Tract 1223, Queens County, New York",1709,32,93,867,389,122,111,95,595,7,74,355,138,11,10,0,Queens
36081122702,"Census Tract 1227.02, Queens County, New York",2421,138,73,1179,705,100,144,82,1100,138,41,320,456,19,67,59,Queens
36081122703,"Census Tract 1227.03, Queens County, New York",2773,92,117,1193,617,455,266,33,1229,83,76,533,301,175,61,0,Queens
36081122704,"Census Tract 1227.04, Queens County, New York",2413,0,108,1442,396,274,170,23,479,0,19,189,159,38,51,23,Queens
36081124100,"Census Tract 1241, Queens County, New York",1904,48,148,832,412,144,244,76,899,48,48,476,70,85,139,33,Queens
36081124700,"Census Tract 1247, Queens County, New York",1295,39,126,407,354,126,130,113,327,15,30,135,52,37,16,42,Queens
36081125700,"Census Tract 1257, Queens County, New York",1590,29,162,628,289,263,95,124,830,24,84,310,147,140,55,70,Queens
36081126500,"Census Tract 1265, Queens County, New York",742,4,70,290,128,100,90,60,321,4,53,105,64,25,52,18,Queens
36081126700,"Census Tract 1267, Queens County, New York",1620,327,321,481,244,89,96,62,488,45,77,199,82,49,33,3,Queens
36081127700,"Census Tract 1277, Queens County, New York",1460,24,88,325,254,251,229,289,427,24,38,112,30,64,51,108,Queens
36081128300,"Census Tract 1283, Queens County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Queens
36081129102,"Census Tract 1291.02, Queens County, New York",1825,7,51,552,528,174,207,306,598,0,50,213,167,30,74,64,Queens
36081129103,"Census Tract 1291.03, Queens County, New York",1965,30,57,789,443,222,252,172,590,30,10,189,192,13,113,43,Queens
36081129104,"Census Tract 1291.04, Queens County, New York",2098,55,23,957,398,280,258,127,434,45,3,191,40,62,71,22,Queens
36081130100,"Census Tract 1301, Queens County, New York",1510,0,17,594,433,150,144,172,469,0,11,146,134,54,23,101,Queens
36081133300,"Census Tract 1333, Queens County, New York",1845,9,145,631,367,245,379,69,539,0,111,114,92,29,173,20,Queens
36081133900,"Census Tract 1339, Queens County, New York",491,2,14,208,115,69,29,54,148,2,5,80,25,4,4,28,Queens
36081134100,"Census Tract 1341, Queens County, New York",1609,35,142,645,302,255,108,122,494,24,34,200,74,34,62,66,Queens
36081134701,"Census Tract 1347.01, Queens County, New York",2474,123,228,1045,715,149,123,91,1059,91,107,442,283,82,54,0,Queens
36081134702,"Census Tract 1347.02, Queens County, New York",2432,13,121,1227,335,421,267,48,657,0,52,441,83,39,30,12,Queens
36081136700,"Census Tract 1367, Queens County, New York",3055,76,410,902,921,416,249,81,852,61,104,239,177,131,140,0,Queens
36081137700,"Census Tract 1377, Queens County, New York",3265,118,188,1366,650,469,338,136,1423,54,171,548,311,187,61,91,Queens
36081138501,"Census Tract 1385.01, Queens County, New York",2039,0,81,856,552,182,221,147,554,0,18,300,137,22,43,34,Queens
36081138502,"Census Tract 1385.02, Queens County, New York",14,0,3,3,0,4,0,4,0,0,0,0,0,0,0,0,Queens
36081139900,"Census Tract 1399, Queens County, New York",769,3,31,322,183,80,68,82,293,0,6,191,38,11,41,6,Queens
36081140300,"Census Tract 1403, Queens County, New York",1166,9,73,454,284,111,127,108,601,7,48,233,187,59,30,37,Queens
36081140901,"Census Tract 1409.01, Queens County, New York",448,0,0,162,186,31,54,15,99,0,0,50,5,0,40,4,Queens
36081140902,"Census Tract 1409.02, Queens County, New York",1042,16,31,405,315,99,103,73,270,0,13,103,110,24,16,4,Queens
36081141700,"Census Tract 1417, Queens County, New York",1888,20,214,740,403,240,162,109,684,9,190,254,148,33,29,21,Queens
36081142900,"Census Tract 1429, Queens County, New York",1802,23,129,792,479,227,89,63,534,0,68,237,191,24,14,0,Queens
36081143500,"Census Tract 1435, Queens County, New York",1018,0,66,426,235,100,113,78,389,0,23,186,64,38,45,33,Queens
36081144100,"Census Tract 1441, Queens County, New York",1527,0,39,681,243,331,212,21,520,0,0,288,111,63,58,0,Queens
36081144700,"Census Tract 1447, Queens County, New York",1578,11,98,632,552,104,98,83,556,3,54,288,143,38,10,20,Queens
36081145101,"Census Tract 1451.01, Queens County, New York",468,10,27,179,114,51,29,58,99,10,14,20,37,11,0,7,Queens
36081145102,"Census Tract 1451.02, Queens County, New York",1305,43,117,521,342,91,106,85,384,15,56,186,73,10,18,26,Queens
36081145900,"Census Tract 1459, Queens County, New York",1367,34,39,568,425,186,73,42,442,0,27,164,90,106,28,27,Queens
36081146300,"Census Tract 1463, Queens County, New York",1188,6,77,499,200,184,106,116,403,6,53,174,87,83,0,0,Queens
36081146700,"Census Tract 1467, Queens County, New York",1377,0,80,809,214,76,119,79,633,0,32,398,92,33,31,47,Queens
36081147100,"Census Tract 1471, Queens County, New York",1686,20,112,582,336,275,201,160,474,0,52,174,70,101,43,34,Queens
36081147900,"Census Tract 1479, Queens County, New York",2245,20,109,917,643,242,189,125,803,20,34,435,112,79,81,42,Queens
36081148300,"Census Tract 1483, Queens County, New York",1276,31,37,486,183,291,132,116,485,23,14,293,70,34,26,25,Queens
36081150701,"Census Tract 1507.01, Queens County, New York",1326,14,58,602,206,188,97,161,367,14,29,170,56,51,23,24,Queens
36081150702,"Census Tract 1507.02, Queens County, New York",1251,49,34,577,307,65,57,162,271,0,0,164,59,26,14,8,Queens
36081152901,"Census Tract 1529.01, Queens County, New York",2810,42,127,991,839,524,179,108,619,0,0,227,190,116,86,0,Queens
36081152902,"Census Tract 1529.02, Queens County, New York",2992,34,301,944,797,266,366,284,540,23,57,274,105,17,42,22,Queens
36081155101,"Census Tract 1551.01, Queens County, New York",464,0,0,5,69,29,4,357,51,0,0,0,38,0,0,13,Queens
36081155103,"Census Tract 1551.03, Queens County, New York",2625,21,75,1623,232,291,254,129,287,21,21,156,0,18,71,0,Queens
36081155104,"Census Tract 1551.04, Queens County, New York",1250,14,43,668,213,141,113,58,79,0,0,44,0,35,0,0,Queens
36081156700,"Census Tract 1567, Queens County, New York",575,8,83,142,111,47,56,128,129,0,44,25,28,16,16,0,Queens
36081157101,"Census Tract 1571.01, Queens County, New York",4144,77,191,1950,682,411,204,629,1031,61,88,453,242,77,33,77,Queens
36081157102,"Census Tract 1571.02, Queens County, New York",906,23,60,410,241,92,41,39,214,0,12,77,100,12,5,8,Queens
36081157901,"Census Tract 1579.01, Queens County, New York",2677,26,138,828,550,374,427,334,598,16,0,90,49,64,140,239,Queens
36081157902,"Census Tract 1579.02, Queens County, New York",1886,73,143,778,285,119,287,201,418,37,69,79,94,56,60,23,Queens
36081157903,"Census Tract 1579.03, Queens County, New York",1692,16,159,602,425,255,161,74,283,7,12,135,82,18,20,9,Queens
36081161700,"Census Tract 1617, Queens County, New York",2450,55,228,770,694,299,321,83,736,19,11,364,173,79,47,43,Queens
36081162100,"Census Tract 1621, Queens County, New York",2966,53,202,1708,533,181,163,126,679,22,62,392,75,53,54,21,Queens
36081990100,"Census Tract 9901, Queens County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Queens
36005000100,"Census Tract 1, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bronx
36005000200,"Census Tract 2, Bronx County, New York",1560,0,49,872,360,93,118,68,713,0,30,481,134,0,58,10,Bronx
36005000400,"Census Tract 4, Bronx County, New York",3071,26,343,1332,893,292,117,68,1157,0,158,471,334,103,70,21,Bronx
36005001600,"Census Tract 16, Bronx County, New York",2250,109,280,988,489,171,191,22,1137,57,181,427,246,120,94,12,Bronx
36005001901,"Census Tract 19.01, Bronx County, New York",1029,9,70,754,151,7,38,0,530,9,70,357,87,7,0,0,Bronx
36005001902,"Census Tract 19.02, Bronx County, New York",600,0,52,420,81,17,15,15,457,0,37,345,50,7,3,15,Bronx
36005001903,"Census Tract 19.03, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bronx
36005001904,"Census Tract 19.04, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bronx
36005002001,"Census Tract 20.01, Bronx County, New York",1153,59,177,541,251,102,23,0,800,59,161,418,101,38,23,0,Bronx
36005002002,"Census Tract 20.02, Bronx County, New York",1927,0,139,1185,244,191,144,24,926,0,139,444,75,191,53,24,Bronx
36005002300,"Census Tract 23, Bronx County, New York",1277,0,167,483,304,178,111,34,957,0,108,378,213,152,80,26,Bronx
36005002400,"Census Tract 24, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bronx
36005002500,"Census Tract 25, Bronx County, New York",2125,0,160,1239,276,223,171,56,1431,0,160,801,223,131,116,0,Bronx
36005002701,"Census Tract 27.01, Bronx County, New York",693,35,81,362,149,54,12,0,461,35,54,225,81,54,12,0,Bronx
36005002702,"Census Tract 27.02, Bronx County, New York",1372,15,313,631,291,5,98,19,1106,15,285,468,235,5,79,19,Bronx
36005002800,"Census Tract 28, Bronx County, New York",2297,31,302,977,474,130,358,25,953,0,50,370,345,58,122,8,Bronx
36005003100,"Census Tract 31, Bronx County, New York",805,5,82,468,155,67,28,0,552,5,33,321,106,59,28,0,Bronx
36005003300,"Census Tract 33, Bronx County, New York",857,20,14,363,335,51,74,0,533,20,14,241,216,0,42,0,Bronx
36005003500,"Census Tract 35, Bronx County, New York",1306,47,143,664,279,54,78,41,945,47,115,487,177,54,24,41,Bronx
36005003700,"Census Tract 37, Bronx County, New York",98,5,0,50,13,30,0,0,31,5,0,11,0,15,0,0,Bronx
36005003800,"Census Tract 38, Bronx County, New York",432,15,68,182,92,21,37,17,176,0,68,49,29,8,12,10,Bronx
36005003900,"Census Tract 39, Bronx County, New York",2497,71,361,1619,301,52,68,25,1603,53,267,952,265,8,58,0,Bronx
36005004001,"Census Tract 40.01, Bronx County, New York",581,18,24,296,95,56,69,23,283,18,24,107,66,29,39,0,Bronx
36005004100,"Census Tract 41, Bronx County, New York",2083,14,241,1015,446,120,162,85,1354,14,193,544,289,120,109,85,Bronx
36005004200,"Census Tract 42, Bronx County, New York",3191,59,244,1594,733,176,270,115,1439,59,145,593,474,0,127,41,Bronx
36005004300,"Census Tract 43, Bronx County, New York",1819,64,297,721,506,174,38,19,1142,40,232,422,318,81,33,16,Bronx
36005004400,"Census Tract 44, Bronx County, New York",955,38,45,603,100,98,51,20,450,32,0,318,43,0,51,6,Bronx
