GEOID,NAME,totworkers.all,totworkers.16.19,totworkers.20.24,totworkers.25.44,totworkers.45.54,totworkers.55.59,totworkers.60.64,totworkers.65plus,pubtr.all,pubtr.16.19,pubtr.20.24,pubtr.25.44,pubtr.45.54,pubtr.55.59,pubtr.60.64,pubtr.65plus,county.name
36047012901,"Census Tract 129.01, Kings County, New York",1510,0,102,898,215,123,126,46,1048,0,59,645,142,101,55,46,Kings
36047012902,"Census Tract 129.02, Kings County, New York",1662,11,70,1277,165,61,67,11,1109,0,49,879,96,36,44,5,Kings
36047013000,"Census Tract 130, Kings County, New York",1908,28,57,970,443,146,157,107,1295,28,0,673,314,88,101,91,Kings
36047013100,"Census Tract 131, Kings County, New York",2321,12,115,1700,337,113,17,27,1775,8,85,1309,294,49,11,19,Kings
36047013200,"Census Tract 132, Kings County, New York",886,42,66,417,175,59,65,62,303,42,28,150,40,12,6,25,Kings
36047013300,"Census Tract 133, Kings County, New York",2622,15,29,1790,311,180,57,240,1828,11,6,1406,205,104,37,59,Kings
36047013400,"Census Tract 134, Kings County, New York",1961,0,105,1059,291,258,123,125,1025,0,50,576,121,148,66,64,Kings
36047013500,"Census Tract 135, Kings County, New York",2265,0,41,1516,393,150,118,47,1180,0,18,782,220,69,69,22,Kings
36047013600,"Census Tract 136, Kings County, New York",1960,16,71,1142,360,174,80,117,973,16,64,495,167,122,43,66,Kings
36047013700,"Census Tract 137, Kings County, New York",1882,0,97,1156,387,120,74,48,1252,0,90,849,213,70,6,24,Kings
36047013800,"Census Tract 138, Kings County, New York",1515,20,99,705,339,167,105,80,831,13,47,411,163,85,50,62,Kings
36047013900,"Census Tract 139, Kings County, New York",2150,6,59,1340,521,85,64,75,1331,6,44,887,244,43,40,67,Kings
36047014000,"Census Tract 140, Kings County, New York",844,32,25,467,138,102,35,45,422,26,21,271,52,22,14,16,Kings
36047014101,"Census Tract 141.01, Kings County, New York",575,0,17,461,43,29,0,25,370,0,17,295,43,15,0,0,Kings
36047014102,"Census Tract 141.02, Kings County, New York",867,10,34,612,145,30,4,32,765,10,34,574,112,15,4,16,Kings
36047014200,"Census Tract 142, Kings County, New York",1650,0,259,721,237,252,99,82,1113,0,175,501,150,189,30,68,Kings
36047014300,"Census Tract 143, Kings County, New York",2166,48,207,1303,265,216,103,24,1395,48,139,940,134,84,26,24,Kings
36047014500,"Census Tract 145, Kings County, New York",2338,8,279,1568,306,71,63,43,1420,0,215,871,217,58,38,21,Kings
36047014700,"Census Tract 147, Kings County, New York",1334,0,30,947,260,49,35,13,718,0,15,558,115,18,6,6,Kings
36047014800,"Census Tract 148, Kings County, New York",499,0,48,219,135,39,41,17,199,0,10,117,42,11,19,0,Kings
36047014901,"Census Tract 149.01, Kings County, New York",924,28,62,503,222,54,38,17,569,0,50,331,134,37,17,0,Kings
36047014902,"Census Tract 149.02, Kings County, New York",2785,0,39,1713,728,94,58,153,1619,0,8,1124,341,94,0,52,Kings
36047015000,"Census Tract 150, Kings County, New York",641,15,49,211,209,71,45,41,264,0,28,119,78,17,14,8,Kings
36047015100,"Census Tract 151, Kings County, New York",2327,13,38,1225,534,195,70,252,1490,13,32,813,346,112,23,151,Kings
36047015200,"Census Tract 152, Kings County, New York",1238,25,132,520,260,105,149,47,425,18,27,210,76,41,45,8,Kings
36047015300,"Census Tract 153, Kings County, New York",1468,0,73,848,218,72,38,219,911,0,56,573,146,58,19,59,Kings
36047015400,"Census Tract 154, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kings
36047015500,"Census Tract 155, Kings County, New York",2285,13,92,1160,470,223,211,116,1449,0,52,769,265,170,125,68,Kings
36047015700,"Census Tract 157, Kings County, New York",2645,0,10,1891,372,131,36,205,1856,0,10,1233,322,120,28,143,Kings
36047015900,"Census Tract 159, Kings County, New York",2876,14,113,1691,420,357,116,165,1713,0,92,1107,217,148,65,84,Kings
36047016000,"Census Tract 160, Kings County, New York",2097,63,76,1239,354,208,103,54,1075,33,70,645,154,69,96,8,Kings
36047016100,"Census Tract 161, Kings County, New York",2105,0,86,1295,390,71,147,116,1301,0,29,890,238,57,23,64,Kings
36047016200,"Census Tract 162, Kings County, New York",1085,0,65,409,204,123,112,172,765,0,65,280,69,78,112,161,Kings
36047016300,"Census Tract 163, Kings County, New York",1934,0,39,1273,295,118,107,102,1347,0,34,930,226,59,53,45,Kings
36047016400,"Census Tract 164, Kings County, New York",629,14,99,273,224,11,0,8,160,0,10,67,64,11,0,8,Kings
36047016500,"Census Tract 165, Kings County, New York",3359,0,17,1637,715,373,311,306,2184,0,4,1193,440,77,196,274,Kings
36047016600,"Census Tract 166, Kings County, New York",839,34,49,306,155,115,88,92,252,13,7,120,11,54,16,31,Kings
36047016700,"Census Tract 167, Kings County, New York",3026,0,91,1499,720,192,209,315,1800,0,35,857,522,79,139,168,Kings
36047016800,"Census Tract 168, Kings County, New York",921,14,17,438,231,66,95,60,385,10,5,183,124,11,11,41,Kings
36047016900,"Census Tract 169, Kings County, New York",2782,33,13,1677,640,245,161,13,1774,33,13,1120,363,158,74,13,Kings
36047017000,"Census Tract 170, Kings County, New York",1184,27,35,677,234,94,92,25,539,15,30,342,82,29,41,0,Kings
36047017100,"Census Tract 171, Kings County, New York",2110,0,83,1060,438,345,67,117,1313,0,76,636,298,184,37,82,Kings
36047017200,"Census Tract 172, Kings County, New York",1480,17,96,802,298,126,34,107,762,17,67,417,130,80,26,25,Kings
36047017400,"Census Tract 174, Kings County, New York",1060,35,51,486,233,145,85,25,489,35,25,234,97,34,58,6,Kings
36047017500,"Census Tract 175, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kings
36047017600,"Census Tract 176, Kings County, New York",1236,15,89,526,300,103,157,46,532,11,57,181,174,21,83,5,Kings
36047017700,"Census Tract 177, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kings
36047017800,"Census Tract 178, Kings County, New York",1279,19,83,590,310,211,44,22,763,13,69,353,197,90,19,22,Kings
36047017900,"Census Tract 179, Kings County, New York",1952,6,80,842,515,180,189,140,1143,0,80,661,253,41,68,40,Kings
36047018000,"Census Tract 180, Kings County, New York",1449,9,91,721,412,60,116,40,898,9,64,500,199,25,82,19,Kings
36047018100,"Census Tract 181, Kings County, New York",2409,0,76,1646,396,140,83,68,1429,0,76,955,252,79,18,49,Kings
36047018200,"Census Tract 182, Kings County, New York",1517,7,195,746,281,117,122,49,974,7,137,440,213,72,83,22,Kings
36047018300,"Census Tract 183, Kings County, New York",1738,0,13,1283,160,187,57,38,1004,0,13,720,123,131,8,9,Kings
36047018400,"Census Tract 184, Kings County, New York",1009,12,56,462,244,126,90,19,574,3,28,311,119,45,54,14,Kings
36047018501,"Census Tract 185.01, Kings County, New York",1718,7,185,918,364,42,192,10,953,7,107,532,256,17,34,0,Kings
36047018600,"Census Tract 186, Kings County, New York",1019,23,65,403,245,149,85,49,589,7,61,268,119,88,37,9,Kings
36047018700,"Census Tract 187, Kings County, New York",807,24,96,432,54,73,84,44,373,0,61,248,21,8,0,35,Kings
36047018800,"Census Tract 188, Kings County, New York",1509,26,101,818,274,108,94,88,565,7,47,339,92,43,20,17,Kings
36047019000,"Census Tract 190, Kings County, New York",2019,38,43,1145,450,139,180,24,1098,26,18,677,269,29,57,22,Kings
36047019100,"Census Tract 191, Kings County, New York",1816,42,139,1338,246,35,10,6,1015,31,103,773,79,29,0,0,Kings
36047019200,"Census Tract 192, Kings County, New York",957,14,93,501,196,72,47,34,524,6,45,277,113,49,18,16,Kings
36047019300,"Census Tract 193, Kings County, New York",2304,133,425,1134,357,147,95,13,1315,25,179,635,286,119,58,13,Kings
36047019400,"Census Tract 194, Kings County, New York",1435,80,94,655,367,120,71,48,739,50,41,308,189,81,50,20,Kings
36047019500,"Census Tract 195, Kings County, New York",2021,23,53,1235,432,42,95,141,1363,23,36,877,229,17,72,109,Kings
36047019600,"Census Tract 196, Kings County, New York",1858,27,138,770,497,190,90,146,988,27,58,390,248,106,74,85,Kings
36047019700,"Census Tract 197, Kings County, New York",2254,0,31,1381,423,239,99,81,1463,0,31,994,264,100,32,42,Kings
36047019800,"Census Tract 198, Kings County, New York",954,10,140,354,260,52,96,42,464,10,86,138,156,27,41,6,Kings
36047019900,"Census Tract 199, Kings County, New York",2464,0,102,1828,309,77,96,52,1646,0,89,1266,189,75,27,0,Kings
36047020000,"Census Tract 200, Kings County, New York",973,5,49,442,243,67,63,104,429,0,19,219,99,29,30,33,Kings
36047020100,"Census Tract 201, Kings County, New York",2507,6,65,1627,339,178,113,179,1643,6,44,1205,174,85,79,50,Kings
36047020200,"Census Tract 202, Kings County, New York",880,7,86,411,216,66,67,27,264,0,19,145,54,29,17,0,Kings
36047020300,"Census Tract 203, Kings County, New York",1055,0,2,827,159,24,21,22,607,0,2,538,52,6,5,4,Kings
36047020400,"Census Tract 204, Kings County, New York",902,10,56,302,259,78,101,96,295,10,10,97,121,37,6,14,Kings
36047020500,"Census Tract 205, Kings County, New York",2046,0,64,1362,455,59,33,73,1349,0,32,1073,138,36,25,45,Kings
36047020600,"Census Tract 206, Kings County, New York",1086,15,40,444,229,230,81,47,397,9,17,216,79,63,13,0,Kings
36047020700,"Census Tract 207, Kings County, New York",2637,0,13,1598,503,215,108,200,1757,0,13,1019,287,193,75,170,Kings
36047020800,"Census Tract 208, Kings County, New York",1312,11,49,599,314,124,203,12,679,7,17,417,93,102,31,12,Kings
36047021000,"Census Tract 210, Kings County, New York",1632,43,115,775,458,113,91,37,777,11,91,352,248,40,26,9,Kings
36047021100,"Census Tract 211, Kings County, New York",1461,0,99,1037,201,33,57,34,558,0,41,439,38,5,18,17,Kings
36047021200,"Census Tract 212, Kings County, New York",1881,63,54,876,408,187,150,143,884,16,28,455,170,84,45,86,Kings
36047021300,"Census Tract 213, Kings County, New York",2437,0,53,1516,618,121,68,61,1846,0,48,1153,435,103,56,51,Kings
36047021400,"Census Tract 214, Kings County, New York",873,51,40,447,180,58,57,40,376,27,5,189,86,28,31,10,Kings
36047021500,"Census Tract 215, Kings County, New York",3232,0,110,1763,778,183,191,207,2110,0,110,1371,294,158,78,99,Kings
36047021600,"Census Tract 216, Kings County, New York",1080,21,112,549,295,53,21,29,419,15,27,247,56,53,7,14,Kings
36047021700,"Census Tract 217, Kings County, New York",1873,0,114,1243,167,164,82,103,1146,0,95,792,80,72,48,59,Kings
36047021800,"Census Tract 218, Kings County, New York",814,18,86,370,194,0,61,85,149,6,32,65,32,0,14,0,Kings
36047021900,"Census Tract 219, Kings County, New York",2088,0,203,1444,155,106,150,30,1517,0,148,1026,118,106,89,30,Kings
36047022000,"Census Tract 220, Kings County, New York",1687,46,172,890,116,161,221,81,374,0,68,172,0,0,134,0,Kings
36047022100,"Census Tract 221, Kings County, New York",2013,24,229,1237,301,128,57,37,1441,0,203,925,155,92,29,37,Kings
36047022200,"Census Tract 222, Kings County, New York",987,28,191,458,193,13,0,104,177,23,17,55,54,10,0,18,Kings
36047022400,"Census Tract 224, Kings County, New York",1673,63,283,844,231,53,94,105,523,13,73,272,17,53,14,81,Kings
36047022600,"Census Tract 226, Kings County, New York",886,0,10,685,24,64,79,24,375,0,0,288,8,7,64,8,Kings
36047022700,"Census Tract 227, Kings County, New York",2170,0,132,1420,406,87,113,12,1539,0,30,1066,241,77,113,12,Kings
36047022800,"Census Tract 228, Kings County, New York",1161,15,158,598,213,34,101,42,420,15,72,226,58,16,14,19,Kings
36047022900,"Census Tract 229, Kings County, New York",2384,0,87,1848,341,17,82,9,1475,0,53,1201,148,17,47,9,Kings
36047023000,"Census Tract 230, Kings County, New York",1213,49,87,688,158,74,54,103,373,15,63,203,60,20,12,0,Kings
36047023100,"Census Tract 231, Kings County, New York",2154,24,258,1239,293,226,57,57,1148,0,120,731,121,99,53,24,Kings
36047023200,"Census Tract 232, Kings County, New York",1658,91,211,705,273,97,137,144,312,47,120,62,0,42,31,10,Kings
36047023300,"Census Tract 233, Kings County, New York",3132,31,259,2020,477,200,38,107,2168,0,259,1409,285,141,22,52,Kings
36047023400,"Census Tract 234, Kings County, New York",1244,13,264,605,120,39,101,102,272,0,52,119,0,34,25,42,Kings
36047023500,"Census Tract 235, Kings County, New York",1965,40,345,1205,289,5,27,54,892,0,126,564,192,0,10,0,Kings
36047023600,"Census Tract 236, Kings County, New York",1359,26,242,816,71,71,56,77,428,22,83,181,32,63,21,26,Kings
36047023800,"Census Tract 238, Kings County, New York",1147,6,149,533,101,46,102,210,271,0,11,153,36,28,8,35,Kings
36047024000,"Census Tract 240, Kings County, New York",1427,32,192,681,129,65,112,216,411,24,134,144,35,21,0,53,Kings
36047024100,"Census Tract 241, Kings County, New York",1662,15,271,1095,238,18,17,8,872,0,58,569,220,0,17,8,Kings
36047024200,"Census Tract 242, Kings County, New York",854,2,94,371,174,32,88,93,189,2,7,67,67,0,21,25,Kings
36047024300,"Census Tract 243, Kings County, New York",2333,0,223,1531,465,77,14,23,1706,0,209,1156,246,58,14,23,Kings
36047024400,"Census Tract 244, Kings County, New York",1273,25,142,730,200,82,64,30,438,3,37,285,70,11,32,0,Kings
36047024500,"Census Tract 245, Kings County, New York",2619,27,187,1692,475,118,76,44,1649,27,131,1152,237,66,29,7,Kings
36047024600,"Census Tract 246, Kings County, New York",1071,0,74,625,253,72,40,7,442,0,34,271,90,32,12,3,Kings
36047024700,"Census Tract 247, Kings County, New York",1557,0,161,953,318,55,32,38,991,0,89,641,157,34,32,38,Kings
36047024800,"Census Tract 248, Kings County, New York",1079,8,119,602,201,53,64,32,525,8,47,318,74,31,28,19,Kings
36047024900,"Census Tract 249, Kings County, New York",2569,0,151,1691,433,215,50,29,1954,0,151,1330,261,162,50,0,Kings
36047025000,"Census Tract 250, Kings County, New York",921,27,109,379,253,88,37,28,422,8,48,188,104,36,27,11,Kings
36047025100,"Census Tract 251, Kings County, New York",1857,54,71,1189,395,35,103,10,1401,54,64,910,278,12,73,10,Kings
36047025200,"Census Tract 252, Kings County, New York",2133,57,192,937,547,252,111,37,1387,22,126,570,401,168,79,21,Kings
36047025300,"Census Tract 253, Kings County, New York",1623,6,241,1002,221,64,79,10,1196,6,234,728,137,53,28,10,Kings
36047025400,"Census Tract 254, Kings County, New York",1266,37,78,594,272,96,109,80,547,0,50,289,99,58,25,26,Kings
36047025500,"Census Tract 255, Kings County, New York",1826,38,281,737,390,319,33,28,1288,19,130,637,262,194,33,13,Kings
36047025600,"Census Tract 256, Kings County, New York",1209,0,117,661,192,67,126,46,681,0,89,366,85,33,80,28,Kings
36047025700,"Census Tract 257, Kings County, New York",1365,0,224,798,232,61,17,33,680,0,103,407,135,27,8,0,Kings
36047025800,"Census Tract 258, Kings County, New York",2022,51,71,1170,258,197,134,141,1244,16,47,693,182,158,83,65,Kings
36047025901,"Census Tract 259.01, Kings County, New York",1093,23,162,686,135,12,65,10,646,13,73,400,88,12,50,10,Kings
36047025902,"Census Tract 259.02, Kings County, New York",947,40,175,380,270,56,24,2,668,40,165,221,218,0,24,0,Kings
36047026000,"Census Tract 260, Kings County, New York",1373,9,61,673,321,199,100,10,648,9,13,383,61,100,72,10,Kings
36047026100,"Census Tract 261, Kings County, New York",2515,0,189,1907,204,116,78,21,1516,0,74,1221,121,22,78,0,Kings
36047026200,"Census Tract 262, Kings County, New York",1166,0,58,559,336,127,55,31,571,0,46,253,156,61,38,17,Kings
36047026300,"Census Tract 263, Kings County, New York",955,0,34,567,289,7,20,38,724,0,34,398,233,7,20,32,Kings
36047026400,"Census Tract 264, Kings County, New York",2169,26,303,1064,404,232,92,48,1267,7,151,565,293,187,48,16,Kings
36047026500,"Census Tract 265, Kings County, New York",2243,63,132,1372,316,274,38,48,1388,63,101,832,189,203,0,0,Kings
36047026600,"Census Tract 266, Kings County, New York",1620,0,172,765,281,211,132,59,907,0,144,441,83,119,84,36,Kings
36047026700,"Census Tract 267, Kings County, New York",2211,0,155,1556,191,160,0,149,1231,0,130,888,59,67,0,87,Kings
36047026800,"Census Tract 268, Kings County, New York",1915,27,164,731,475,270,181,67,963,0,121,416,193,124,72,37,Kings
36047026900,"Census Tract 269, Kings County, New York",1681,0,28,974,365,218,68,28,1129,0,24,679,223,161,23,19,Kings
36047027000,"Census Tract 270, Kings County, New York",942,0,127,307,327,97,66,18,471,0,58,201,136,31,45,0,Kings
36047027100,"Census Tract 271, Kings County, New York",1610,5,110,1011,191,145,70,78,723,5,81,439,30,71,35,62,Kings
36047027200,"Census Tract 272, Kings County, New York",1745,19,162,788,271,328,32,145,874,19,95,422,174,113,24,27,Kings
36047027300,"Census Tract 273, Kings County, New York",1674,0,37,901,454,187,30,65,945,0,22,573,223,49,13,65,Kings
36047027400,"Census Tract 274, Kings County, New York",1466,57,103,668,394,124,82,38,694,16,85,337,181,45,1,29,Kings
36047027500,"Census Tract 275, Kings County, New York",2365,0,127,1624,300,172,117,25,1641,0,89,1243,157,61,72,19,Kings
36047027600,"Census Tract 276, Kings County, New York",1767,43,107,950,373,129,123,42,959,43,42,483,203,90,65,33,Kings
36047027700,"Census Tract 277, Kings County, New York",1916,8,157,1023,368,219,119,22,1143,8,147,653,226,109,0,0,Kings
36047027800,"Census Tract 278, Kings County, New York",1588,13,200,753,327,143,131,21,1074,13,172,465,173,135,116,0,Kings
36047027900,"Census Tract 279, Kings County, New York",1852,0,153,1172,333,107,23,64,1066,0,142,564,200,85,23,52,Kings
36047028000,"Census Tract 280, Kings County, New York",882,24,52,370,193,99,102,42,463,10,25,186,98,57,69,18,Kings
36047028100,"Census Tract 281, Kings County, New York",2053,29,299,1245,391,26,63,0,1333,0,233,884,168,5,43,0,Kings
36047028200,"Census Tract 282, Kings County, New York",1720,0,134,663,482,148,173,120,797,0,71,332,197,62,62,73,Kings
36047028300,"Census Tract 283, Kings County, New York",1265,27,267,700,141,91,39,0,912,20,202,505,86,60,39,0,Kings
36047028400,"Census Tract 284, Kings County, New York",1718,16,72,946,357,114,104,109,892,16,48,505,211,51,32,29,Kings
36047028501,"Census Tract 285.01, Kings County, New York",225,0,36,163,26,0,0,0,205,0,36,151,18,0,0,0,Kings
36047028502,"Census Tract 285.02, Kings County, New York",1052,2,90,421,234,81,0,224,802,2,72,335,222,44,0,127,Kings
36047028600,"Census Tract 286, Kings County, New York",2112,35,266,922,577,52,69,191,1227,7,136,532,334,25,37,156,Kings
36047028700,"Census Tract 287, Kings County, New York",1573,18,135,992,222,87,104,15,943,0,135,548,107,72,66,15,Kings
36047028800,"Census Tract 288, Kings County, New York",1443,0,78,717,376,120,103,49,836,0,76,409,171,84,63,33,Kings
36047028900,"Census Tract 289, Kings County, New York",1848,10,115,1262,213,89,85,74,658,10,68,448,67,0,31,34,Kings
36047029000,"Census Tract 290, Kings County, New York",1363,12,125,590,338,133,103,62,724,12,24,349,195,77,27,40,Kings
36047029100,"Census Tract 291, Kings County, New York",2015,38,177,1327,236,49,150,38,1219,10,117,777,137,39,101,38,Kings
36047029200,"Census Tract 292, Kings County, New York",1202,1,82,667,251,78,76,47,833,1,76,460,181,44,47,24,Kings
36047029300,"Census Tract 293, Kings County, New York",1501,14,250,711,261,126,48,91,1055,14,200,503,169,80,23,66,Kings
36047029400,"Census Tract 294, Kings County, New York",844,5,68,454,163,74,47,33,473,5,40,246,126,37,13,6,Kings
36047029500,"Census Tract 295, Kings County, New York",2162,0,178,1302,421,84,109,68,1529,0,152,932,277,58,52,58,Kings
36047029600,"Census Tract 296, Kings County, New York",2311,12,144,918,371,393,375,98,1492,12,59,604,308,194,292,23,Kings
36047029700,"Census Tract 297, Kings County, New York",2256,0,242,1135,423,143,211,102,1500,0,173,857,241,95,94,40,Kings
36047029800,"Census Tract 298, Kings County, New York",1719,29,94,922,313,102,225,34,800,0,60,496,77,30,123,14,Kings
36047029900,"Census Tract 299, Kings County, New York",986,14,36,573,209,38,47,69,724,14,36,424,140,38,20,52,Kings
36047030000,"Census Tract 300, Kings County, New York",1883,0,171,883,332,265,200,32,1330,0,156,645,220,143,141,25,Kings
36047030100,"Census Tract 301, Kings County, New York",1416,17,32,838,326,77,88,38,1034,0,32,561,283,53,88,17,Kings
36047030200,"Census Tract 302, Kings County, New York",1834,15,77,905,499,178,98,62,1088,15,57,483,359,75,41,58,Kings
36047030300,"Census Tract 303, Kings County, New York",1867,0,177,897,526,138,65,64,1270,0,141,680,335,82,26,6,Kings
36047030400,"Census Tract 304, Kings County, New York",1791,28,181,849,452,151,71,59,1044,22,130,461,279,73,20,59,Kings
36047030500,"Census Tract 305, Kings County, New York",4543,73,130,3436,517,165,159,63,2700,32,63,2290,211,61,17,26,Kings
36047030600,"Census Tract 306, Kings County, New York",699,0,80,290,136,101,56,36,412,0,36,143,76,86,51,20,Kings
36047030700,"Census Tract 307, Kings County, New York",2353,11,199,1128,610,301,59,45,1639,11,141,916,432,59,59,21,Kings
36047030800,"Census Tract 308, Kings County, New York",792,3,19,272,200,179,90,29,371,3,5,165,87,84,25,2,Kings
36047030900,"Census Tract 309, Kings County, New York",984,16,85,481,167,152,66,17,613,5,68,289,92,113,36,10,Kings
36047031100,"Census Tract 311, Kings County, New York",1673,33,145,1001,328,111,33,22,1050,33,122,653,209,16,0,17,Kings
36047031300,"Census Tract 313, Kings County, New York",2554,0,74,1643,503,234,100,0,1749,0,60,1188,306,95,100,0,Kings
36047031401,"Census Tract 314.01, Kings County, New York",2245,0,226,971,604,230,143,71,989,0,102,423,237,151,47,29,Kings
36047031402,"Census Tract 314.02, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kings
36047031500,"Census Tract 315, Kings County, New York",3366,0,358,2324,388,135,78,83,2035,0,246,1418,206,64,78,23,Kings
36047031701,"Census Tract 317.01, Kings County, New York",2101,0,96,1438,172,76,162,157,1337,0,72,909,126,69,136,25,Kings
36047031702,"Census Tract 317.02, Kings County, New York",2254,0,211,1466,230,115,192,40,1489,0,197,1012,66,77,116,21,Kings
36047031900,"Census Tract 319, Kings County, New York",1336,8,29,725,356,108,61,49,1011,8,29,553,286,72,23,40,Kings
36047032100,"Census Tract 321, Kings County, New York",2864,0,229,1769,546,146,153,21,1994,0,229,1254,269,104,138,0,Kings
36047032300,"Census Tract 323, Kings County, New York",1811,23,92,1171,269,108,71,77,979,23,28,718,91,46,24,49,Kings
36047032500,"Census Tract 325, Kings County, New York",3420,0,213,1917,634,373,201,82,2729,0,164,1416,559,368,166,56,Kings
36047032600,"Census Tract 326, Kings County, New York",1816,25,103,845,368,135,308,32,1143,25,40,620,247,51,143,17,Kings
36047032700,"Census Tract 327, Kings County, New York",1491,52,48,884,138,166,74,129,1183,52,45,721,133,152,49,31,Kings
36047032800,"Census Tract 328, Kings County, New York",850,31,11,347,240,146,40,35,552,8,7,258,104,103,37,35,Kings
36047032900,"Census Tract 329, Kings County, New York",2323,0,245,1092,526,161,209,90,1554,0,79,854,216,147,168,90,Kings
36047033000,"Census Tract 330, Kings County, New York",1276,15,171,466,229,188,107,100,742,0,81,250,77,156,98,80,Kings
36047033100,"Census Tract 331, Kings County, New York",1773,0,280,643,456,32,181,181,763,0,92,252,293,0,38,88,Kings
36047033300,"Census Tract 333, Kings County, New York",1443,32,44,730,289,27,120,201,479,10,20,225,161,0,29,34,Kings
36047033500,"Census Tract 335, Kings County, New York",1194,0,130,544,167,90,114,149,633,0,79,354,49,51,47,53,Kings
36047033600,"Census Tract 336, Kings County, New York",2191,24,60,905,655,110,238,199,646,16,20,321,119,38,83,49,Kings
36047033701,"Census Tract 337.01, Kings County, New York",872,6,45,382,145,164,70,60,391,0,14,175,65,52,57,28,Kings
36047033702,"Census Tract 337.02, Kings County, New York",701,8,31,379,172,47,55,9,268,0,11,169,52,0,36,0,Kings
36047033900,"Census Tract 339, Kings County, New York",2080,62,126,1171,250,326,19,126,1327,39,126,830,118,146,8,60,Kings
36047034000,"Census Tract 340, Kings County, New York",268,0,42,118,32,40,11,25,105,0,29,45,10,4,11,6,Kings
36047034100,"Census Tract 341, Kings County, New York",1358,19,135,729,344,82,33,16,984,19,102,589,205,36,33,0,Kings
36047034200,"Census Tract 342, Kings County, New York",1215,0,53,530,262,293,46,31,678,0,30,301,111,163,46,27,Kings
36047034300,"Census Tract 343, Kings County, New York",1676,0,155,884,282,268,52,35,1216,0,147,618,162,236,34,19,Kings
36047034500,"Census Tract 345, Kings County, New York",1603,0,323,833,229,181,21,16,1050,0,312,481,152,84,21,0,Kings
36047034700,"Census Tract 347, Kings County, New York",1634,19,115,869,328,122,77,104,1449,19,115,771,258,113,75,98,Kings
36047034800,"Census Tract 348, Kings County, New York",1289,16,42,831,185,96,41,78,705,16,29,462,68,29,34,67,Kings
36047034901,"Census Tract 349.01, Kings County, New York",859,55,68,340,234,71,64,27,624,55,68,212,172,46,44,27,Kings
36047034902,"Census Tract 349.02, Kings County, New York",1807,69,232,825,348,136,102,95,1305,61,218,546,210,82,93,95,Kings
36047035000,"Census Tract 350, Kings County, New York",1298,7,40,266,181,205,251,348,764,0,7,145,126,164,121,201,Kings
36047035101,"Census Tract 351.01, Kings County, New York",888,0,60,494,121,45,99,69,756,0,60,383,121,45,99,48,Kings
36047035102,"Census Tract 351.02, Kings County, New York",1093,9,50,496,284,135,8,111,688,9,37,325,137,117,8,55,Kings
36047035200,"Census Tract 352, Kings County, New York",105,0,0,52,0,17,18,18,67,0,0,32,0,17,0,18,Kings
36047035301,"Census Tract 353.01, Kings County, New York",1194,38,257,523,236,115,25,0,760,0,177,309,159,115,0,0,Kings
36047035302,"Census Tract 353.02, Kings County, New York",1189,17,117,609,181,103,101,61,712,17,61,339,102,86,46,61,Kings
36047035400,"Census Tract 354, Kings County, New York",2244,29,134,677,499,412,378,115,1501,29,37,397,393,358,271,16,Kings
36047035500,"Census Tract 355, Kings County, New York",2500,11,265,1137,582,199,131,175,1415,11,149,639,392,98,50,76,Kings
36047035601,"Census Tract 356.01, Kings County, New York",787,11,33,277,158,74,70,164,483,5,13,214,49,65,45,92,Kings
36047035602,"Census Tract 356.02, Kings County, New York",2394,114,55,909,529,301,222,264,1221,0,27,389,212,182,176,235,Kings
36047035701,"Census Tract 357.01, Kings County, New York",990,8,99,378,265,77,115,48,786,8,91,299,216,52,92,28,Kings
36047035702,"Census Tract 357.02, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kings
36047035900,"Census Tract 359, Kings County, New York",2286,19,148,1360,267,218,197,77,1824,19,119,1102,196,181,130,77,Kings
36047036001,"Census Tract 360.01, Kings County, New York",1119,17,62,498,196,159,104,83,613,14,36,241,127,88,55,52,Kings
36047036002,"Census Tract 360.02, Kings County, New York",1220,38,0,416,260,166,125,215,636,38,0,251,94,94,51,108,Kings
36047036100,"Census Tract 361, Kings County, New York",754,0,53,288,281,66,15,51,515,0,40,218,165,66,5,21,Kings
36047036200,"Census Tract 362, Kings County, New York",1790,17,171,694,451,168,133,156,759,17,83,346,165,70,46,32,Kings
36047036300,"Census Tract 363, Kings County, New York",1670,29,5,957,327,110,145,97,1090,29,5,643,123,107,118,65,Kings
36047036400,"Census Tract 364, Kings County, New York",1022,15,36,460,255,64,140,52,574,3,24,254,143,47,72,31,Kings
36047036501,"Census Tract 365.01, Kings County, New York",1275,0,175,412,450,134,34,70,733,0,136,291,224,29,34,19,Kings
36047036502,"Census Tract 365.02, Kings County, New York",565,8,32,342,142,13,28,0,343,0,13,178,111,13,28,0,Kings
36047036600,"Census Tract 366, Kings County, New York",1560,45,169,604,277,241,124,100,778,36,90,255,165,98,46,88,Kings
36047036700,"Census Tract 367, Kings County, New York",599,7,28,332,128,60,44,0,462,7,20,246,103,60,26,0,Kings
